Chi,Elevation
4.208924084114653,36.0
5.173859120148704,38.0
3.261900225444265,32.0
4.309832949328494,35.0
5.235234474673219,38.0
3.306169146855329,32.0
4.381428583833303,38.0
5.32231835635125,38.0
3.3504398300440568,31.0
4.482771207529761,40.0
4.5544647146399475,38.0
4.626271735805835,40.0
5.409490166693015,39.0
3.3817936285538326,31.0
4.727849816570686,39.0
4.799717636418842,39.0
5.471170429335368,41.0
3.413183398864698,31.0
4.901533100135689,40.0
4.973777286277218,41.0
5.558424166621206,42.0
3.457570312103359,32.0
5.076084419209174,44.0
5.148453003593966,43.0
5.220876248518488,43.0
5.303489403171907,44.0
5.6457791080549145,41.0
3.5019590036104327,30.0
5.421354783360774,44.0
5.733568799020353,39.0
3.5464071137993636,31.0
5.504864751797546,45.0
5.588594560544347,49.0
5.672337364256363,50.0
5.821559215495151,42.0
3.5908558195819227,32.0
5.790970968789603,51.0
5.97184129978958,41.0
5.909562637241695,42.0
3.622290969089788,33.0
5.91221815479206,50.0
5.998064855507656,50.0
6.059975145406075,41.0
3.653780623711825,35.0
6.119916269915925,51.0
6.122327732002674,43.0
3.6852707021472777,35.0
6.2418083421221064,50.0
6.210513936959268,43.0
3.716763747835742,37.0
6.363741119647424,46.0
6.336262345109927,44.0
6.273085465103493,42.0
3.7482572174973847,37.0
6.490628655275868,47.0
6.489381672005426,45.0
6.425877047613868,44.0
3.7797540796637885,37.0
6.617656929535113,51.0
6.5796065474047944,48.0
3.8112522143492775,35.0
6.744873708185456,52.0
6.835094981183697,53.0
6.669859827787614,48.0
3.842754167671951,35.0
6.96348812522013,54.0
6.734908719341059,47.0
3.8742590921662665,37.0
7.054549614751492,57.0
6.799962980955531,48.0
3.905764865746933,37.0
7.183359880475588,60.0
6.892010532100373,46.0
3.9372825349527165,33.0
7.312492343136979,59.0
6.957129355719194,46.0
4.007965339938647,35.0
3.973969745822784,33.0
7.4050972880084,59.0
7.049483159294691,43.0
4.078741992156955,34.0
4.02605353697645,32.0
7.498187227820721,59.0
7.141852369293526,47.0
4.14952167897174,35.0
4.078138365485355,33.0
7.630244728226622,57.0
7.207188030836137,47.0
4.220307436345901,37.0
4.130224231421815,35.0
7.7241178836010445,57.0
7.300165200879101,48.0
4.341233975858705,37.0
4.29110230297694,36.0
4.182311134858158,37.0
7.818185595103141,58.0
7.365964578875885,48.0
4.412502036293999,36.0
4.219151369667878,38.0
7.91256755458944,59.0
7.459076123392002,50.0
4.48377320571517,35.0
4.27124449962284,39.0
8.046529803061572,57.0
7.525021385886356,49.0
4.555047484596959,36.0
4.3081156083031855,39.0
8.141430351573664,59.0
7.619101206939629,48.0
4.626324873414235,37.0
4.344987453179938,39.0
8.237190129518927,58.0
7.71327980814837,49.0
4.676746414014909,39.0
4.397129447835704,37.0
8.339896442505703,58.0
7.807574113037253,49.0
4.727369702046953,40.0
4.434006447528267,38.0
8.443138737402554,58.0
7.875006881846218,49.0
4.7989636625807055,41.0
4.470890078549011,39.0
8.5472315221082,59.0
7.942561839313098,50.0
4.870576584635409,41.0
4.507783295527649,38.0
8.695173178120802,58.0
8.038240987238172,51.0
4.942211650696268,40.0
4.5446890611574124,38.0
8.843517397764982,59.0
8.13397248083323,53.0
4.992935754213635,41.0
4.58160443290128,36.0
8.99214570500975,60.0
8.202194583714805,53.0
5.064764809510386,41.0
4.618528679599511,37.0
8.299415310578471,52.0
5.115606291020103,43.0
4.655475887874876,37.0
8.396682162806359,52.0
5.187505762281947,44.0
4.692430513779015,37.0
8.493967486639196,50.0
5.259427689347755,44.0
4.729388850452684,36.0
8.562860676023126,50.0
5.310412661073801,45.0
4.766441131256673,37.0
8.631806450623685,51.0
5.382554015688633,47.0
4.80350015438959,33.0
8.700884305464081,53.0
5.433778995034531,48.0
4.840567423981383,34.0
8.770001957432443,52.0
5.485006301387091,47.0
4.877688075692665,37.0
8.86963743539021,50.0
5.608967876655097,46.0
5.557600269106413,46.0
4.914852535630666,39.0
8.969444173458976,54.0
5.681618291883425,46.0
4.9674062929905265,38.0
9.069321730546045,60.0
5.805754851962942,47.0
5.754295323861889,45.0
5.00457605237642,38.0
9.141235267844944,59.0
5.930067629265548,47.0
5.878565481623985,48.0
5.041752629226191,38.0
9.213271217831132,59.0
6.003483375162203,47.0
5.094365377034731,38.0
9.315304178299419,58.0
6.0769094711447185,46.0
5.131575346826465,39.0
9.417567270275185,59.0
6.128883845503282,46.0
5.1687921599360145,38.0
9.519896448595281,61.0
6.202458856237915,48.0
5.206018865619474,38.0
9.622358249341303,59.0
6.276044295871268,47.0
5.243304355097165,39.0
9.72512066447142,60.0
6.349640169579031,47.0
5.280596736638511,40.0
9.83123224773852,66.0
6.401700477461131,48.0
5.317898314538177,38.0
9.90632899435586,68.0
6.475622398872061,51.0
5.355231373326267,38.0
9.981711689462754,68.0
6.549558457534808,52.0
5.392573663640195,37.0
10.057229741986399,64.0
6.624140659336655,50.0
5.429929816236235,38.0
10.132838506942676,65.0
6.678343187896066,50.0
5.467287510197927,39.0
10.239903935761967,68.0
6.75508200423134,51.0
5.504646745747892,37.0
10.31564948746293,69.0
6.831893430719049,51.0
5.542029904424637,36.0
10.509491999145157,67.0
10.42277957909116,70.0
6.908721025480815,52.0
5.5794138357081655,40.0
10.632901394470734,66.0
6.963060264071373,51.0
5.6168000851474105,44.0
10.756353297124901,68.0
7.072032857372805,54.0
7.017425270444927,52.0
5.669668613457597,44.0
10.880254643711213,68.0
7.149256217617658,55.0
5.70707265215507,44.0
11.179988007091703,74.0
11.092041352163713,72.0
11.004263847871101,70.0
7.20390460433226,53.0
5.744640496991755,42.0
11.311088547024093,77.0
7.258567588279162,53.0
5.782340415528436,39.0
11.442294219736597,77.0
7.335960391250783,54.0
5.820045905648341,39.0
11.535196572434847,77.0
7.390734762020194,55.0
5.8577601569391415,38.0
11.667796407431451,84.0
7.468248203752862,55.0
5.895488760073799,41.0
11.800450905870228,88.0
7.5230726633937826,55.0
5.93321975704144,44.0
11.894304682980291,88.0
7.600648763366033,55.0
5.970973122116415,43.0
12.028041144173198,90.0
7.655642345718845,54.0
6.0087456968433655,43.0
12.162088407572869,92.0
7.710668776557343,55.0
6.046871661214188,43.0
12.296592295857392,92.0
7.788915836006876,54.0
6.085000108835426,44.0
12.431791452493805,92.0
7.867180146641134,55.0
6.138925443942588,44.0
12.570378563351989,94.0
7.945474678908533,56.0
6.177094531627812,44.0
12.709093389599945,98.0
8.000854804018894,56.0
6.231082079620852,45.0
12.808277999030533,98.0
8.05633921464736,58.0
6.269265302389309,46.0
12.950152757326675,97.0
8.134973290095985,60.0
6.323285819163626,47.0
13.050537498933695,98.0
8.190768454966685,59.0
6.361511557374041,48.0
8.246585601584123,60.0
6.399738130877802,47.0
8.302487819791805,60.0
6.442045573019467,47.0
6.4982125276133305,47.0
8.381749001665327,57.0
6.4843625496356765,46.0
6.596696566176598,47.0
8.43783231653513,58.0
6.526722524652823,44.0
6.695228863492238,48.0
8.517752388544865,56.0
6.569087286716374,46.0
6.764980676553463,49.0
8.597677103493739,58.0
6.611474813136659,46.0
6.86361943516358,52.0
6.9333849633728635,55.0
7.003171082014042,58.0
8.67764364742313,60.0
6.6714532215666145,47.0
7.102033749090363,61.0
8.734606871821425,62.0
6.731436730598966,47.0
7.20091597066775,60.0
7.270985641224143,62.0
7.341069246981006,64.0
8.791576845816822,64.0
6.773872322278218,49.0
7.440246420403037,68.0
7.510434850301942,71.0
7.580630288006573,71.0
7.650910010860638,70.0
7.722318735436551,68.0
7.793944434773663,66.0
7.865615314332685,67.0
7.937445113903816,67.0
8.009312933751973,69.0
8.848550195660646,64.0
6.816310322231338,52.0
8.11106346412581,71.0
8.183061081820437,73.0
9.863393375071853,86.0
9.75493583323982,82.0
9.646638553905776,79.0
9.538564256368282,75.0
8.905540435255315,64.0
6.858749526500789,52.0
8.284919915100906,74.0
9.386015653340598,72.0
9.044468890949618,64.0
8.98689725869807,63.0
6.918833656951926,54.0
8.391856427006564,73.0
9.23360065981959,66.0
9.12590490826683,63.0
6.978921208660922,53.0
8.498908939647732,75.0
9.215388264005956,64.0
7.022348345948842,53.0
8.574727799437468,77.0
9.278706275486634,66.0
7.065789850866127,54.0
8.650555840211103,78.0
9.342043840125383,68.0
7.127238328394337,53.0
8.726503589003078,78.0
9.431686280679703,69.0
7.170708618556015,54.0
8.802543872425682,77.0
9.495107182669809,69.0
7.21418414957494,53.0
8.878667775350705,77.0
9.584902721559471,69.0
7.2576964286240795,54.0
8.955053901358461,79.0
9.648466677606557,70.0
7.3012218583436495,54.0
9.031638783788042,80.0
9.712310103825324,71.0
7.362815255305743,58.0
9.108530046185496,81.0
9.776178692495783,72.0
7.406386822168259,57.0
9.185556706247576,83.0
9.866631688155676,71.0
7.450055171487333,60.0
9.294942318403397,86.0
9.930646906813081,73.0
7.493727514284437,62.0
9.37240001233863,86.0
9.994687525816905,74.0
7.5555160119488205,65.0
9.449976734739321,86.0
10.058738314841328,73.0
7.617327160740947,68.0
9.527613211996574,86.0
10.122962863845737,73.0
7.67922351086573,73.0
9.605309605516592,86.0
10.21414197257484,72.0
7.72301356744341,73.0
9.717322317161164,88.0
10.27876622041833,75.0
7.766821107901502,77.0
9.796625001044443,87.0
10.370159751313246,79.0
7.828774487854083,76.0
9.908880740294046,88.0
10.434810255836274,77.0
7.872603580514423,81.0
9.98831269583555,90.0
10.499555594535497,78.0
7.934581730578897,84.0
10.101324354964229,93.0
10.591771143778372,78.0
7.978416217091245,82.0
10.181258776638828,93.0
10.657041488681545,80.0
8.040859940360905,84.0
10.261808847793711,89.0
10.78808068144114,83.0
10.722442696207818,80.0
8.085112682013799,85.0
10.342461251750509,89.0
10.88090846829678,82.0
8.12936681807967,85.0
10.42350439520934,91.0
11.04006167903452,84.0
10.97383837382366,82.0
8.173634906738902,86.0
10.504663729659264,92.0
11.133822950702623,85.0
8.258171752603717,86.0
8.230781358920078,85.0
10.585916437957087,96.0
11.22771445212132,84.0
8.34271990283072,84.0
8.287965388916799,85.0
10.667298151526978,98.0
11.32203361545817,84.0
8.666854326048224,96.0
8.606900044172491,95.0
8.54696996099286,95.0
8.48712831481809,92.0
8.42729067766379,86.0
8.36883328139299,85.0
10.748703397726537,98.0
11.416377660194799,82.0
8.811666022679548,99.0
8.751675378546713,99.0
8.449730220376543,84.0
10.864330526535003,99.0
11.510963415746566,80.0
8.896538588553925,99.0
8.506945060277049,84.0
10.946175469453697,99.0
11.605557544868558,81.0
8.956876506325534,99.0
8.56423201652721,84.0
11.02827370065915,100.0
11.700302843362872,86.0
9.01724747239274,97.0
8.62153619028688,85.0
11.144463642949818,101.0
11.767325881343114,89.0
9.102758630101057,97.0
8.67894058406319,85.0
11.226720053967398,102.0
11.862121757875759,88.0
9.188275670626421,97.0
8.736365789730037,87.0
11.345856880288261,103.0
11.959058205839897,86.0
9.273845720328849,99.0
8.793811833720017,86.0
11.431212319577982,106.0
12.05725441856647,89.0
9.359439366612586,102.0
8.851432566096928,85.0
11.516581658707345,108.0
12.155469728184205,89.0
9.445068450511299,103.0
8.909120169428984,87.0
11.637412066203252,111.0
12.253732836959887,88.0
9.531036773779011,103.0
8.966818356186108,88.0
11.758281951086445,114.0
12.35211099676612,85.0
9.591843217921165,103.0
9.024583729496824,91.0
11.844185428731366,116.0
12.450672289094207,88.0
9.652790159347576,102.0
9.082356191018311,93.0
11.930103121157849,116.0
12.549340152554416,88.0
9.73909639646247,102.0
9.140132197786972,92.0
12.648261523781752,88.0
9.886575166726367,104.0
9.825439115134527,103.0
9.197972149504682,92.0
12.747271180469202,89.0
9.973094977071966,104.0
9.257214998320865,94.0
12.846487913995071,91.0
10.05976231170354,105.0
9.340989860507602,96.0
12.916802860370288,91.0
10.121487205515768,104.0
9.484076685218179,95.0
9.424775674372592,95.0
13.016579301181077,94.0
10.208937400001926,105.0
9.568049447755525,96.0
13.116762373329038,95.0
10.27079686871685,106.0
9.627486951173884,100.0
13.217068571005445,95.0
10.857753227637712,116.0
10.749102270393104,114.0
10.640612576320352,111.0
10.53218715340325,107.0
10.423793816134463,104.0
10.340101307716422,105.0
9.711542656634956,101.0
13.31764336843572,94.0
10.409479612395103,104.0
9.771046854537854,101.0
13.42232449010928,100.0
10.478992927376895,106.0
9.83057465429254,99.0
13.527511322835702,103.0
10.548560504608583,107.0
9.914847360899415,99.0
13.601909468493542,103.0
10.618189304458124,109.0
9.974549248120477,99.0
13.781856381052458,104.0
13.707242368807403,103.0
10.687824918468616,110.0
10.059120022953547,100.0
13.887409720365834,101.0
10.757583587924145,113.0
10.143849765653986,99.0
13.993234691470567,102.0
10.856319479769553,113.0
10.228585205141803,100.0
14.099296233901262,105.0
10.9261743871227,115.0
10.288604184461285,103.0
14.17436636698064,108.0
11.02500774780712,115.0
10.34862721548984,103.0
14.24962349137973,114.0
11.124194806079409,114.0
10.40873148228777,102.0
14.35607502606835,114.0
11.223391752651047,114.0
10.468843893847172,103.0
14.43153883360008,114.0
11.322697698747033,117.0
10.529017514508462,102.0
14.538462483670624,114.0
11.562713076313914,117.0
11.492391077816572,117.0
11.422083181088867,117.0
10.589310094079035,100.0
14.614336487804138,117.0
11.662570381450077,117.0
10.64971831532118,101.0
14.690219696317552,115.0
11.833835967746479,115.0
11.762825212484984,114.0
10.710130680996468,103.0
14.79879433785921,113.0
11.934317503603197,117.0
10.775685728841843,102.0
14.907559509236373,115.0
12.005416025847108,119.0
10.84125181381975,104.0
15.016447783966974,114.0
12.106146934885237,119.0
10.906834466698468,104.0
15.093984759099156,117.0
12.207055800099077,119.0
10.999772243805369,110.0
15.203918235970916,111.0
12.278531615393916,120.0
11.092717894826436,110.0
15.282099861123616,119.0
12.379630109712263,120.0
11.158489347355557,110.0
15.392692061342222,122.0
12.481750525470206,120.0
11.224288725352341,110.0
15.470986388215982,118.0
12.583892846079674,119.0
11.317743216838052,112.0
15.549456014747014,122.0
12.758525935089713,123.0
12.686133942444526,122.0
11.411221800225423,112.0
15.66183396211792,122.0
12.933522186295136,125.0
12.860965590311805,125.0
11.504901998566805,113.0
15.77427318845385,125.0
13.036363043898383,125.0
11.571343778193683,113.0
15.8868507212382,124.0
13.109188941677914,126.0
11.637930675038302,113.0
15.966995957172076,124.0
13.21224377579075,128.0
11.849886947918762,113.0
11.762048066108056,113.0
11.725923660357758,112.0
16.08248807648152,122.0
13.285455894539583,128.0
12.06299584690679,115.0
11.974660474166908,113.0
11.814025083035823,112.0
16.164405108335053,126.0
13.389104417120747,129.0
12.188057496006023,116.0
11.938644425027368,113.0
16.280286876249143,126.0
13.493100949885235,129.0
12.31374771534013,118.0
12.026901572925045,115.0
16.36226415230288,126.0
13.566714831486864,130.0
12.439551347951102,122.0
12.15198548191852,116.0
16.478609261755473,127.0
13.818666505047922,129.0
13.744819548565246,131.0
13.670980960720915,133.0
12.528877332511952,122.0
12.240731573786293,115.0
16.595336744151552,125.0
13.923383467216919,129.0
12.655508258241625,123.0
12.329878962891092,118.0
16.713021763971593,127.0
14.028124346924786,132.0
12.782372390441745,126.0
12.419042536335816,118.0
16.7962756639914,127.0
14.10233432637111,132.0
12.99964866911918,131.0
12.909494794604484,129.0
12.545603792114084,121.0
17.002732582827694,126.0
16.917027251898265,126.0
14.207826270683794,134.0
13.127605264553146,132.0
12.635841942309048,118.0
17.124159935706345,128.0
14.31362644680876,131.0
13.25580374428823,132.0
12.820720276857502,122.0
12.728226004233195,119.0
17.210277503596217,132.0
14.388564005520632,135.0
13.384466249370028,135.0
12.951611432583295,124.0
17.332210281121533,131.0
14.46358985596057,141.0
13.51415045738403,137.0
13.083081233942208,124.0
17.4546765959598,130.0
14.569726490655599,142.0
13.605972326156927,139.0
13.176208850551648,125.0
17.577454464737833,134.0
14.676190689477146,142.0
13.736499858035899,140.0
13.269582674434078,129.0
17.664731264826642,134.0
14.751555400997951,141.0
13.867521741564758,140.0
13.362975531863993,129.0
17.752570146637346,137.0
14.827037275038998,140.0
13.999284245640387,141.0
13.456906906167248,133.0
17.87703596916504,140.0
14.902636951584007,140.0
14.131476601865154,146.0
13.58980836996666,133.0
18.00158943598427,138.0
14.978282108465015,141.0
14.225759964323956,146.0
13.684091732425461,135.0
18.128664744690195,136.0
15.05422985725699,141.0
14.359160227344242,146.0
13.817800063742197,140.0
18.218617475976693,137.0
15.162000966862356,141.0
14.453581726824984,146.0
13.912380305038454,142.0
18.346767450797753,139.0
15.269904554870683,139.0
14.590179740197874,146.0
14.007220506627558,141.0
18.43744832512745,141.0
15.378074819124906,143.0
14.727173713366154,151.0
14.102323186634147,141.0
18.528266960134427,141.0
15.454917926660551,145.0
14.864382567234358,153.0
14.197588661636898,143.0
18.620964486845736,142.0
15.563614917382594,148.0
15.00211822716215,155.0
14.293244719217014,143.0
18.752513890498875,144.0
15.640515823433882,148.0
15.140293087136246,157.0
14.389339067446242,145.0
18.845811715723492,147.0
15.749901435589702,149.0
15.238146407932517,158.0
14.525425277300174,147.0
18.939280843373638,150.0
15.82728999068766,148.0
15.37666981521742,157.0
14.622072144124477,147.0
19.033076569583546,145.0
16.014563750781818,149.0
15.936927273524566,149.0
15.475226846814536,157.0
19.1296163187367,148.0
16.12468199599956,149.0
15.615841133739913,161.0
19.2663661499336,149.0
16.202609577328076,150.0
15.756758414895327,165.0
19.4032073558337,149.0
16.313086223700335,153.0
15.856632936024313,165.0
19.500815163829166,152.0
16.39164921402499,156.0
15.956603942661706,164.0
19.598445202152075,152.0
16.503062318471642,156.0
16.057037754170768,167.0
19.698103816830585,153.0
16.77419829434328,153.0
16.694341053423887,153.0
16.614549760283523,153.0
16.20028495396554,169.0
19.798026539953444,153.0
16.887241187262575,153.0
16.30197348910791,169.0
19.89826457372637,152.0
17.000883324459267,156.0
16.4038163122323,169.0
20.0403127201691,149.0
17.114797170971134,157.0
16.54987746919471,171.0
20.140844923893358,151.0
17.19556381356065,158.0
16.65358313534002,174.0
20.24212598895948,151.0
17.276433756722618,158.0
16.757481729732273,174.0
20.34361007330484,151.0
17.357407464365803,158.0
16.904866163236548,173.0
17.472431357708157,160.0
17.00937938628415,174.0
17.553813071278046,161.0
17.158048433147126,173.0
17.670123636456903,169.0
17.30754057224558,178.0
17.752392259390277,170.0
17.41349946488684,178.0
17.83493116056408,172.0
17.52045183073275,179.0
17.951676128258967,172.0
17.627991218073603,182.0
18.034326497445356,170.0
17.78018443620748,183.0
18.117390138641028,170.0
17.888005853822865,182.0
18.236414492105816,174.0
17.99627117998631,182.0
18.35547629522328,174.0
18.10476087405906,184.0
18.48436066437575,172.0
18.61381816245258,173.0
18.743376249132567,173.0
18.873136336552154,174.0
19.003741490247112,177.0
19.096162237992086,177.0
19.22705339371788,178.0
19.31969533247778,177.0
19.544074005171503,178.0
19.451059259193105,175.0
19.676293390452884,179.0
19.770734681685717,184.0
19.865494629218283,187.0
19.999570272920927,189.0
20.094470821433017,188.0
20.189941168839106,186.0
20.285951490940548,189.0
20.422428473802587,189.0
20.519204432713547,189.0
20.656908907796595,190.0
20.75440582926762,191.0
20.852733924129478,193.0
20.95115337017654,193.0
21.091069440643324,192.0
21.19044270393272,195.0
